CR_WARRANTOR_IDENTIFIER|CR_WARRANTY_NUMBER|CR_NJ_BUILDERS_REG_NUMBER|CR_WARRANTY_START_DTE|CR_COMUN_CODE|CR_BUILDING_STREET_NAME|CR_BUILDING_STREET_NUMBER|CR_BUILDING_CITY|CR_SALE_PRICE|CR_BUILDING_TYPE|CR_CONSTRUCTION_TYPE|CR_STORIES|CR_OWNER_TYPE|CR_BLOCK_NUMBER|CR_LOT_NUMBER|COMPANY_NAME
HBW|NJ121899|45473|20150115|1808|Liam Street|4|Somerset|251695|102|C|0||346|171.02|REDEV GROUP LLC
HBW|NJ121898|45473|20150123|1808|Liam Street|2|Somerset|251015|102|C|0||345|171.02|REDEV GROUP LLC
HBW|NJ122174|45475|20150311|515|E Rochester Ave.|200|Wildwood Crest|225000|103|C|0||19|708|THE CAPE ATLANTIC GROUP LLC
HBW|NJ122286|45475|20150318|515|E Rochester Ave.|202|Wildwood Crest|225000|103|C|0||20|708|THE CAPE ATLANTIC GROUP LLC
HBW|NJ122478|45475|20150601|515|E Palm Road|205|Wildwood Crest|205000|103|C|0||11.01|56.01|THE CAPE ATLANTIC GROUP LLC
HBW|NJ122477|45475|20150601|515|E Palm|203|Wildwood Crest|215000|103|C|0||11.01|56.01|THE CAPE ATLANTIC GROUP LLC
HBW|NJ122458|45477|20150330|1516|North Ensign Drive|173|Litttle Egg Harbor|185796|101|C|0||36|326.24|LIGHTHOUSE BUILDING & CONTRACTING LLC
HBW|NJ122480|45532|20150313|1532|Parker Road|41|Tuckerton|174030|101|C|0||17|41|SAFE HARBOR CONSTRUCTION GROUP INC
HBW|NJ122531|45532|20150320|1516|West Dory Drive|15|Little Egg Harbor|184482|101|C|0||9|317|SAFE HARBOR CONSTRUCTION GROUP INC
HBW|NJ122617|45532|20150406|1530|Sylvia Lane|16|Manahawkin|188400|101|C|0||46|147.58|SAFE HARBOR CONSTRUCTION GROUP INC
HBW|NJ122032|45540|20150120|1614|DeHart Court|7|Wayne|600000|101|C|0||12.08|4310|RGV DEVELOPMENT LLC
HBW|NJ122563|45545|20150330|260|Ogden Avenue|590|Teaneck|700000|101|C|0||6|1702|AVACON MANAGEMENT LLC
HBW|NJ122327|45557|20150217|1516|Twin Lakes Blvd.|455|Little Egg Harbor To|232139|101|M|0||16|325.89|JERSEY SHORE BUILDING & RENOVATION LLC
HBW|NJ122562|45559|20150401|1323|Carriage Gate Drive|35|Little Silver|633174|102|C|0||58|56.35|KALIAN @ LITLE SILVER LLC
HBW|NJ122530|45559|20150402|1323|Carriage Gate Drive|34|Little Silver|639000|102|C|0||56.34|58|KALIAN @ LITLE SILVER LLC
HBW|NJ122334|45584|20150312|515|W Buttercup Rd|129|Wildwood Crest|484000|103|C|0||13,14,15.|8|ARGUS PROPERTY GROUP GP LLC
HBW|NJ122381|45584|20150313|515|W Buttercup Ave|131|Wildwood Crest|450000|103|C|0||13, 14, 1|8|ARGUS PROPERTY GROUP GP LLC
HBW|NJ122611|45586|20150407|1528|Barnegat Ave.|407|Ship Bottom|425000|101|C|0||1.01|125|D FINELLI CONSTRUCTION LLC
HBW|NJ122204|45590|20150130|245|A Third Street|230|Palisades Park|325000|103|C|0||22|604|HILLSIDE LLC
HBW|NJ122205|45590|20150130|245|B Third Street|230|Palisades Park|325000|103|C|0||22|604|HILLSIDE LLC
HBW|NJ122398|45619|20150401|245|B E HARRIET AVE|305|PALISADES PARK|665000|103|C|0||24|730|LOFARO & SON LLC
HBW|NJ121967|45643|20150119|1515|West Sea Way|114|Lavallette|109550|101|C|0||14|1105.09|AFFORDABLE RENOV & NEW HOME CONSTR CORP
HBW|NJ121971|45643|20150119|1515|Mallard Lane|223|Lavallette|159000|101|C|0||2|1104.03|AFFORDABLE RENOV & NEW HOME CONSTR CORP
HBW|NJ122418|45643|20150226|1515|West Crane Way|107|Lavallette|117000|101|C|0||1109.12|7|AFFORDABLE RENOV & NEW HOME CONSTR CORP
HBW|NJ122421|45643|20150226|1515|East Flamingo Way|24|Lavallette|117000|101|C|0||1110.03|16|AFFORDABLE RENOV & NEW HOME CONSTR CORP
HBW|NJ122420|45643|20150226|1515|East Dolphin way|30|Lavallette|117000|101|C|0||1110.04|10|AFFORDABLE RENOV & NEW HOME CONSTR CORP
HBW|NJ122419|45643|20150226|1515|East Shell Way|16|Lavallette|117000|101|C|0||1106.12|18|AFFORDABLE RENOV & NEW HOME CONSTR CORP
HBW|NJ121969|45643|20150119|1515|West Penguin Way|116|Lavallette|128720|101|C|0||18|1109.13|AFFORDABLE RENOV & NEW HOME CONSTR CORP
HBW|NJ121973|45643|20150119|1515|East Tide Way|53|Lavallette|161130|101|C|0||1|1106.13|AFFORDABLE RENOV & NEW HOME CONSTR CORP
HBW|NJ122201|45643|20150129|1515|West Chadwick Way|112|Lavallette|121800|101|C|0||1105.10|12|AFFORDABLE RENOV & NEW HOME CONSTR CORP
HBW|NJ122200|45645|20150130|102|Formica's Way|2405|Atlantic City|119000|105|C|0||339|38 C2405|ESTATES OF AC LLC
HBW|NJ122437|45658|20150327|320|Binsted Drive|31|Medford|294500|101|C|0||32|404.30|MEYER HERITAGE LLC
HBW|NJ122476|45658|20150330|320|Pilton Drive|2|Medford|313000|101|C|0||1|404.31|MEYER HERITAGE LLC
HBW|NJ122425|45679|20150415|1334|-22 Steiner Avenue|99|Neptune City|277419|102|C|0||10-22|12|NEPTUNE CITY PARTNERS LLC
HBW|NJ122424|45679|20150415|1334|-20 Steiner Avenue|99|Neptune City|262419|102|C|0||10-20|12|NEPTUNE CITY PARTNERS LLC
HBW|NJ122423|45679|20150330|1334|-18 Steiner Avenue|99|Neptune City|265114|102|C|0||10.18|12|NEPTUNE CITY PARTNERS LLC
HBW|NJ122422|45679|20150330|1334|-16 Steiner Avenue|99|Neptune City|273899|102|C|0||10.16|12|NEPTUNE CITY PARTNERS LLC
HBW|NJ122246|45679|20150303|1334|-14 Steiner Avenue|99|Neptune City|253934|102|C|0||10.14|12|NEPTUNE CITY PARTNERS LLC
HBW|NJ122244|45679|20150225|1334|-12 Steiner Avenue|99|Neptune City|255769|102|C|0||10.12|12|NEPTUNE CITY PARTNERS LLC
HBW|NJ122242|45679|20150330|1334|-10 Steiner Avenue|99|Neptune City|259274|102|C|0||10.10|12|NEPTUNE CITY PARTNERS LLC
HBW|NJ122619|45759|20150430|1326|Deerbrook Run|102|Manalapan|530000|101|C|0||23.01|70|DW LAND LLC
HBW|NJ122013|45777|20150213|1530|Harry Drive|101|Manahawkin|218750|101|M|0||268|147.06|THE PRICE HOME GROUP LLC
HBW|NJ122015|45777|20150220|1524|Boat Point Drive|1825|Point Pleasant Boro|386000|101|M|0||262|279|THE PRICE HOME GROUP LLC
HBW|NJ122016|45777|20150220|1512|Island View Drive|1429|Forked River|229000|101|M|0||10|194|THE PRICE HOME GROUP LLC
HBW|NJ122230|45836|20150209|1514|Harmony Drive|33|Lakewood|270000|102|C|0||9|1081.02|LOCUST AQUISITIONS LLC
HBW|NJ122234|45836|20150209|1514|Harmony Drive|17|Lakewood|320000|102|C|0||17|1081.02|LOCUST AQUISITIONS LLC
HBW|NJ122484|45836|20150316|1514|Harmony Drive|15|Lakewood|310000|102|C|0||18|1081.02|LOCUST AQUISITIONS LLC
HBW|NJ122235|45836|20150209|1514|Harmony Drive|9|Lakewood|270000|102|C|0||21|1081.02|LOCUST AQUISITIONS LLC
HBW|NJ122233|45836|20150209|1514|Harmony Drive|27|Lakewood|270000|102|C|0||12|1081.02|LOCUST AQUISITIONS LLC
HBW|NJ122231|45836|20150209|1514|Harmony Drive|29|Lakewood|270000|102|C|0||11|1081.02|LOCUST AQUISITIONS LLC
HBW|NJ122232|45836|20150209|1514|Harmony Drive|31|Lakewood|310000|102|C|0||10|1081.02|LOCUST AQUISITIONS LLC
HBW|NJ122171|45839|20150130|1507|Beachview Drive|3146|Toms River|550000|101|C|0||35|1108.10|IHOMES OF NJ LLC
HBW|NJ122417|45839|20150313|1507|Foster Road|114|Toms River|369000|101|C|0||22|794.21|IHOMES OF NJ LLC
HBW|NJ122018|45903|20150205|307|Mountie Lane (#3001)|2|CHESTERFIELD|347140|102|C|0||1|206.201|TRADITIONS AT CHESTERFIELD LLCC
HBW|NJ122505|45903|20150413|307|Harness Way (#2003)|94|CHESTERFIELD|412127|102|C|0||6|206.200|TRADITIONS AT CHESTERFIELD LLCC
HBW|NJ122373|45903|20150316|307|Harness Way (#1003)|88|Chesterfield|434466|102|C|0||4|206.200|TRADITIONS AT CHESTERFIELD LLCC
HBW|NJ122372|45903|20150316|307|Harness Way (#1002)|86|Chesterfield|314805|102|C|0||3|206.200|TRADITIONS AT CHESTERFIELD LLCC
HBW|NJ122368|45903|20150216|307|Harness Way (#1001)|84|Chesterfield|362504|102|C|0||2|206.200|TRADITIONS AT CHESTERFIELD LLCC
HBW|NJ122019|45903|20150129|307|Mountie Lane|6|CHESTERFIELD|379223|102|C|0||3|206.201|TRADITIONS AT CHESTERFIELD LLCC
HBW|NJ122134|45919|20150206|309|Delaware Avenue|543|Delanco|382000|103|C|0||1202|8|RIVERWALK DELANCO LLC
HBW|NJ122304|45926|20150227|116|S Vendome Ave|102|Margate|2175000|101|C|0||2|23|BAYFRONT PROPERTIES CUSTOM HOMES LLC
HBW|NJ122150|45928|20150130|1515|East Dune Way|28|Lavallette|103520|101|M|0||4|1106.13|GOTHAM MODULAR LLC
HBW|NJ122578|45928|20150303|1517|Long Beach Blvd|1209|Long Beach|175000|101|M|0||1|4.02|GOTHAM MODULAR LLC
HBW|NJ122058|46003|20150121|122|BOARDWALK|5208|VENTNOR CITY|1290000|105|C|0||1.26|10|PRDC OF NJ CORPORATION
HBW|NJ122059|46003|20150128|122|BOARDWALK|5212|VENTNOR CITY|1290000|105|C|0||1.01|10|PRDC OF NJ CORPORATION
HBW|NJ122614|46003|20150325|122|BOARDWALK|5214|VENTNOR CITY|1200000|105|C|0|H|1.02|10|PRDC OF NJ CORPORATION
HBW|NJ122613|46003|20150327|122|BOARDWALK|5218|VENTNOR CITY|1390000|105|C|0|H|1.04|10|PRDC OF NJ CORPORATION
HBW|NJ122391|46052|20150307|103|8TH ST S|348|BRIGANTINE|850000|101|C|0||19|803|WOERNER CUSTOM BUILDERS LLC
HBW|NJ122489|46052|20150315|103|GOLF COURSE DR|10|BRIGANTINE|1135000|101|C|0||1.05|8102|WOERNER CUSTOM BUILDERS LLC
HBW|NJ122388|46057|20150227|1422|West Hanover Ave|254|Morris Township|555000|101|C|0||1|1802|SHANTIVAN SOLUTIONS LLC
HBW|NJ122507|46062|20150330|1506|Perry Drive|35|Bricktown|449900|101|C|0||9|252.17|ROMAN BROTHERS CONSTRUCTION LLC
HBW|NJ122551|46066|20150331|1525|St Louis Ave|1108|Point Pleasent Beach|365989|101|C|0||10|32|JESAM BUILDERS CORPORATION
HBW|NJ122359|46069|20150310|1519|Barnegat Lane|1126|Mantoloking|387497|101|M|0||55|22|WESTRUM COASTAL HOMES LLC
HBW|NJ122360|46069|20150309|1507|Waldron Road|129|Toms River|399811|101|M|0||15|794.3|WESTRUM COASTAL HOMES LLC
HBW|NJ122386|46103|20150203|261|Norman Place|68|Tenafly|999000|103|C|0||9|412|TIFFANY ELIA HOJO
HBW|NJ122387|46103|20150313|261|Norman Place|66|Tenafly|700000|103|C|0||9|412|TIFFANY ELIA HOJO
HBW|NJ121413|46117|20150331|901|AVENUE A UNIT 1|204|BAYONNE|284500|105|C|0||22.02|290|202-208 AVE A LLC
HBW|NJ122136|46117|20150130|901|Avenue A unit 2|202|Bayonne|270000|105|C|0||290|22-03|202-208 AVE A LLC
HBW|NJ122135|46117|20150130|901|Avenue A Unit 1|202|Bayonne|270000|105|C|0||290|22-03|202-208 AVE A LLC
HBW|NJ121414|46117|20150331|901|AVENUE A UNIT 2|204|BAYONNE|284500|105|C|0||22.02|290|202-208 AVE A LLC
HBW|NJ122167|46125|20150126|1514|Walker Drive|15|Lakewood|520600|101|C|0||9|548.05|PLATINUM DEVELOPERS AT CEDARBRIDGE LLC
HBW|NJ122168|46125|20150126|1514|Walker Drive|13|Lakewood|496900|101|C|0||10|548.05|PLATINUM DEVELOPERS AT CEDARBRIDGE LLC
HBW|NJ122169|46125|20150126|1514|Walker Drive|6|Lakewood|447900|101|C|0||170.43|548|PLATINUM DEVELOPERS AT CEDARBRIDGE LLC
HBW|NJ122596|46125|20150327|1514|Shenandoah Drive|31|Lakewood|479900|101|C|0||170.26|548|PLATINUM DEVELOPERS AT CEDARBRIDGE LLC
HBW|NJ122186|46125|20150128|1514|Walker Drive|9|Lakewood|496900|101|C|0||12|548.05|PLATINUM DEVELOPERS AT CEDARBRIDGE LLC
HBW|NJ122185|46125|20150128|1514|Walker Drive|8|Lakewood|479300|101|C|0||170.42|548|PLATINUM DEVELOPERS AT CEDARBRIDGE LLC
HBW|NJ122184|46125|20150128|1514|Walker Drive|7|Lakewood|469900|101|C|0||13|548.05|PLATINUM DEVELOPERS AT CEDARBRIDGE LLC
HBW|NJ122183|46125|20150128|1514|Walker Drive|5|Lakewood|474900|101|C|0||14|548.05|PLATINUM DEVELOPERS AT CEDARBRIDGE LLC
HBW|NJ122182|46125|20150128|1514|Walker Drive|3|Lakewood|474900|101|C|0||15|548.05|PLATINUM DEVELOPERS AT CEDARBRIDGE LLC
HBW|NJ122170|46125|20150126|1514|Walker Drive|10|Lakewood|469900|101|C|0||170.41|548|PLATINUM DEVELOPERS AT CEDARBRIDGE LLC
HBW|NJ122262|46126|20150208|1514|Waverly Court|6|Lakewood|409000|103|C|0||31.03|548|PLATINUM DEVELOPERS AT WAVERLY PLACE LLC
HBW|NJ122263|46126|20150208|1514|Waverly Court|12|Lakewood|409000|103|C|0||31.06|548|PLATINUM DEVELOPERS AT WAVERLY PLACE LLC
HBW|NJ121966|46139|20150201|1507|Morris Blvd|411|Toms River|271000|101|C|0||16.01|819|TF HOMES LLC
HBW|NJ122066|46144|20150130|1712|ELEVENTH ST|410|NEWTONVILLE|205000|101|M|0||5|801|DONALD G LESLIE BUILDERS
HBW|NJ122259|46151|20150209|2004|Maple Avenue|404|Elizabeth|435000|103|C|0||588.A/589|6|BEL & A HOMES LLC
HBW|NJ122432|46153|20150331|1350|Spruce Street|705|Union Beach|335000|101|C|0||24.03|39|UNION BEACH ASSOCIATES LLC
HBW|NJ122220|46181|20150227|1515|NEWARK AVE|15|LAVALLETTE|1470000|101|C|0||20|23|OCEAN BAY SEVELOPERS LLC
HBW|NJ122289|46184|20150220|1514|RIVERSIDE COURT|2|LAKEWOOD|500000|101|C|0||8.01|175|BROOKVIEW CONSTRUCTION LLC
HBW|NJ122295|46184|20150220|1514|RIVERSIDE COURT|4|LAKEWOOD|500000|101|C|0||8.02|175|BROOKVIEW CONSTRUCTION LLC
HBW|NJ121998|46185|20150116|1530|Glenn Dr|20|Manahawkin|139000|101|M|0||243|147.05|PERRONE DEMOLITION & CONSTRUCTION LLC
HBW|NJ122017|46216|20150123|1808|Second Street|155|Somerset|650000|101|C|0||29.19|424.02|FLEET HOPEWELL LLC
HBW|NJ122137|46216|20150130|1108|Bramble Drive|10|Pennington|717490|101|C|0||5.01|78.03|FLEET HOPEWELL LLC
HBW|NJ122176|46216|20150130|1808|Second Street|163|Somerset|616982|101|C|0||29.15|424.02|FLEET HOPEWELL LLC
HBW|NJ122316|46216|20150225|1808|Second Street|171|Somerset|731510|101|C|0||29.11|424.02|FLEET HOPEWELL LLC
HBW|NJ122452|46216|20150225|1108|Bramble Drive|16|Pennington|976924|101|C|0||7.02|78.03|FLEET HOPEWELL LLC
HBW|NJ122261|46216|20150225|1108|Bramble Drive|6|Pennington|840533|101|C|0||3.01|78.03|FLEET HOPEWELL LLC
HBW|NJ120024|46248|20141115|1530|William Cook Blvd.|230|Manahawkin|264781|101|C|0||10|147.98|AMERICAS HOME PLACE INC
HBW|NJ121388|46248|20141113|122|MONMOUTH AVE|6907|VENTNOR CITY|291279|101|C|0||4|181|AMERICAS HOME PLACE INC
HBW|NJ122288|46266|20150324|508|Central Avenue|4607|Ocean City|1850000|103|C|0||11|4601|MARTIN PRINCE LLC
HBW|NJ122071|46282|20150119|1514|Cabernet Drive|13|Lakewood|377000|102|C|0||10.104|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122072|46282|20150119|1514|Cabernet Drive|11|Lakewood|379000|102|C|0||10.105|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122074|46282|20150119|1514|Cabernet Drive|5|Lakewood|389000|102|C|0||10.108|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122077|46282|20150119|1514|Joyvin Lane|1|Lakewood|377000|102|C|0||10.02|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122076|46282|20150119|1514|Cabernet Drive|1|Lakewood|377000|102|C|0||10.110|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122075|46282|20150119|1514|Cabernet Drive|3|Lakewood|379000|102|C|0||10.109|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122073|46282|20150119|1514|Cabernet Drive|7|Lakewood|389000|102|C|0||10.107|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122078|46282|20150119|1514|Joyvin Lane|5|Lakewood|365000|102|C|0||10.04|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122245|46282|20150209|1514|Cabernet Drive|25|Lakewood|365000|102|C|0||10.98|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122096|46282|20150119|1514|Chardonnay Court|13|Lakewood|379000|102|C|0||10.29|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122095|46282|20150119|1514|Cabernet Drive|9|Lakewood|379000|102|C|0||10.106|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122094|46282|20150119|1514|Joyvin Lane|3|Lakewood|369000|102|C|0||10.03|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122092|46282|20150119|1514|Chardonnay Court|19|Lakewood|381000|102|C|0||10.32|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122091|46282|20150119|1514|Chardonnay Court|17|Lakewood|389000|102|C|0||10.31|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122090|46282|20150119|1514|Chardonnay Court|15|Lakewood|379000|102|C|0||10.30|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122089|46282|20150119|1514|Chardonnay Court|11|Lakewood|381000|102|C|0||10.28|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122087|46282|20150119|1514|Moscato Drive|2|Lakewood|377000|102|C|0||10.22|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122284|46282|20150213|1514|Chardonnay Court|8|Lakewood|377000|102|C|0||4|490.01|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122283|46282|20150213|1514|Chardonnay Court|6|Lakewood|389000|102|C|0||3|490.01|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122282|46282|20150213|1514|Chardonnay Court|4|Lakewood|389000|102|C|0||2|490.01|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122281|46282|20150213|1514|Chardonnay Court|2|Lakewood|377000|102|C|0||1|490.01|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122280|46282|20150213|1514|Chardonnay Court|9|Lakewood|384000|102|C|0||10.27|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122279|46282|20150213|1514|Chardonnay Court|7|Lakewood|389000|102|C|0||10.26|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122278|46282|20150213|1514|Chardonnay Court|5|Lakewood|379000|102|C|0||10.25|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122277|46282|20150213|1514|Chardonnay Court|3|Lakewood|389000|102|C|0||10.24|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122276|46282|20150211|1514|Chardonnay Court|1|Lakewood|377000|102|C|0||10.23|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122255|46282|20150209|1514|Joyvin Lane|2|Lakewood|377000|102|C|0||10.13|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122254|46282|20150209|1514|Joyvin Lane|4|Lakewood|379000|102|C|0||10.12|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122253|46282|20150209|1514|Joyvin Lane|6|Lakewood|389000|102|C|0||10.11|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122252|46282|20150209|1514|Joyvin Lane|8|Lakewood|377000|102|C|0||10.10|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122251|46282|20150209|1514|Cabernet Drive|15|Lakewood|381000|102|C|0||10.103|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122250|46282|20150209|1514|Cabernet Drive|17|Lakewood|379000|102|C|0||10.102|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122249|46282|20150209|1514|Cabernet Drive|19|Lakewood|379000|102|C|0||10.101|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122248|46282|20150209|1514|Cabernet Drive|21|Lakewood|379000|102|C|0||10.100|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122247|46282|20150209|1514|Cabernet Drive|23|Lakewood|365000|102|C|0||10.99|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122086|46282|20150119|1514|Moscato Drive|4|Lakewood|389000|102|C|0||10.21|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122085|46282|20150119|1514|Moscato Drive|6|Lakewood|379000|102|C|0||10.20|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122084|46282|20150119|1514|Moscato Drive|8|Lakewood|389000|102|C|0||10.19|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122083|46282|20150119|1514|Moscato Drive|10|Lakewood|377000|102|C|0||10.18|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122082|46282|20150119|1514|Joyvin Lane|13|Lakewood|377000|102|C|0||10.08|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122081|46282|20150119|1514|Joyvin Lane|11|Lakewood|369000|102|C|0||10.07|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122080|46282|20150119|1514|Joyvin Lane|9|Lakewood|365000|102|C|0||10.06|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122079|46282|20150119|1514|Joyvin Lane|7|Lakewood|369000|102|C|0||10.05|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122243|46282|20150209|1514|Cabernet Drive|27|Lakewood|377000|102|C|0||10.97|490|PLATINUM DEVELOPERS @ PROSPECT VINES LLC
HBW|NJ122187|46346|20150220|1820|STOCKADE ROAD|26|WARREN|1175000|101|C|0||16|46|26 STOCKADE ROAD LLC
HBW|NJ122449|46363|20150410|245|8th St.Unit A|463|Palisades Park|651667|102|C|0||22|407|AGG CONSTRUCTION LLC
HBW|NJ122454|46363|20150410|245|8th Street, Unit C|463|Palisades Park|651667|102|C|0||22|407|AGG CONSTRUCTION LLC
HBW|NJ122453|46363|20150410|245|8th St.Unit B|463|Palisades Park|651667|102|C|0||22|407|AGG CONSTRUCTION LLC
HBW|NJ122383|46368|20150302|1204|8 Koch Lane||East Brunswick|825000|101|C|0||4.22|317.15|MILROM BUILDERS INCORPORATED
HBW|NJ122382|46413|20150313|514|W Cresse Avenue, Unit 4|311|Wildwood|268000|102|C|0||9|3|FRESH PONDS BUILDERS LLC
HBW|NJ122342|46413|20150227|514|West Cresse Avenue, Unit 1|311|Wildwood|255000|102|C|0||9|3|FRESH PONDS BUILDERS LLC
HBW|NJ122369|46417|20150220|1217|West Fifth Street|1773|Piscataway|220000|101|C|0||62|303|H & A CONTRACTING LLC
HBW|NJ122354|46434|20150306|904|CENTRAL AVENUE|519|HARRISON|495000|103|C|0||00014|00037|JAJ-CAPP LLC
HBW|NJ122297|46467|20150227|319|Salmon Ave|808|Maple Shade|167000|101|C|0||1|159|NJHR 4 LLC
HBW|NJ122337|46481|20150218|1304|Burlington Ave|11|Atlantic Highlands|300700|101|C|0||402|4|XTREME BUILDING MAKEOVERS CORP
HBW|NJ122618|46481|20150317|1515|E Barnegat Way|31|Lavallette|136600|101|C|0||3|1102.07|XTREME BUILDING MAKEOVERS CORP
HBW|NJ122164|46514|20150123|1514|GLEN AVE|155|LAKEWOOD|475000|103|C|0||8|12.04|DURA BUILDERS LLC
HBW|NJ122608|46521|20150428|211|Miller Avenue|207|Elmwood Park|490000|103|C|0||20.01|810|S&L DEVELOPMENTINC
HBW|NJ122298|46527|20150216|701|WATCHUNG AVE|71|BELLEVILLE|298100|101|C|0||37|757|ARYA CONSTRUCTION LLC
HBW|NJ122620|46622|20150406|508|WESLEY AVE|3200|OCEAN CITY|750000|103|C|0||14|3201|ACHRISTAVEST BUILDERS LLC
HBW|NJ122621|46622|20150406|508|WESLEY AVE|3202|OCEAN CITY|750000|103|C|0||14|3201|ACHRISTAVEST BUILDERS LLC
HBW|NJ122153|46625|20150126|2016|WESTFIELD AVE|2258|SCOTCH PLAINS|839000|101|C|0||19|3201|PUPA HOMES LLC
HBW|NJ122206|46696|20150205|1332|Stone Tavern Drive|13|Millstone|750000|101|C|0||7|36.02|BEACON HILL PARTNERS LLC
HBW|NJ122457|46751|20150331|246|HERBERT PL|287|PARAMUS|965000|101|C|0||12|3811|ML WOODWORK INC
HBW|NJ122228|46770|20150302|1505|BRIDLE PATH|60|BAYVILLE|319605|101|C|0||1|858.18|HOPE SPRINGS II LLC
HBW|NJ122313|46770|20150305|1505|BRIDLE PATH|65|BAYVILLE|358365|101|C|0||34.03|858|HOPE SPRINGS II LLC
HBW|NJ122357|46770|20150313|1505|BRIDLE PATH|81|BAYVILLE|344400|101|C|0||21|858.21|HOPE SPRINGS II LLC
HBW|NJ122358|46770|20150313|1505|BRIDLE PATH|88|BAYVILLE|323200|101|C|0||14|858.18|HOPE SPRINGS II LLC
HBW|NJ122051|46786|20150113|2004|SPRINGFIELD RD|125|ELIZABETH|495000|101|C|0||1907.A|10|E & E DEVELOPERS LLC
HBW|NJ122414|46786|20150302|2004|SPRINGFIELD ROAD|119|ELIZABETH|510000|101|C|0||1907|10|E & E DEVELOPERS LLC
HBW|NJ121473|46788|20150411|1010|GLACIER WAY|6|PITTSTOWN|711800|101|C|0||27.07|22|ROLLING HILLS PROPERTY LLC
HBW|NJ122330|47053|20140912|313|PONDVIEW CT|14|MARLTON|525000|101|C|0||17|10.07|EVESHAM WOODS LLP
HBW|NJ122021|47062|20150218|209|HOLLAND AVE|23|DEMAREST|1327500|101|C|0||57|128|I C BUILDERS LLC
HBW|NJ122350|47110|20150330|712|A Willow St|30|Milburn|935000|103|C|0||30|1001|30 WILLOW STREET LLC
HBW|NJ122181|47117|20150129|1305|LAKESIDE AVE|510|AVON BY THE SEA|1150000|101|C|0||11.02|1|FIRST EQUITY INVESTMENTS LLC
HBW|NJ122312|47122|20150226|901|.5 Oak Street|17|Bayonne|600000|103|C|0||307|1.12|OAK STREET DEVELOPMENT LLC
HBW|NJ122529|47425|20150415|1417|Green Village Road|80|Madison|600000|101|C|0||13|3502|CRIMSON RENO LLC
