BUILDER_REGNO|COMPANY_NAME|STREET_1|STREET_2|CITY|STATE|ZIP|BUILDER_STATUS|RENEWAL_DATE|PLAN
00254|ALEX CONSTRUCTION INC|50 EDWIN ST||CARTERET|NJ|07008|E|19810531|*
00255|THE PATIERNO ORGANIZATION INC|116 FAIRFIELD RD||FAIRFIELD|NJ|07006|R|19890930|*
00256|BOB GLICK INC|212 N DELSEA DRIVE PO BOX 117||CLAYTON|NJ|08313|E|19830930|*
00257|BAYBERRY CONSTRUCTION CORP|PO BOX 745||PISCATAWAY|NJ|08854|E|19870930|*
00258|LAURIE BUILDERS INC|PO BOX 8300||PISCATAWAY|NJ|08855|E|19930930|H
00259|HERBERT BUILDERS INC|PO BOX 745||PISCATAWAY|NJ|08854|E|19870930|*
00260|HENSEN HOMES INC|801 COUNTRY CLUB PY||MT LAUREL|NJ|08054|E|19830930|H
00261|ANDOVER DEVELOPMENT INC|9 CRAIG RD||SPRINGFIELD|NJ|07081|E|19810531|H
00262|K C R INC|TWINBROOKS TRAIL||CHESTER|NJ|07930|E|19870930|H
00263|MELDAN CONSTRUCTION CO INC|PO BOX 245||SADDLE RIVER|NJ|07458|E|19890930|H
00264|MARK III CONSTRUCTION INC|210 MAIN ST APT A||BUTLER|NJ|07405|E|19850930|H
00265|WILLIAMS CONSTRUCTION CO|32 ORLANDO BD||TOMS RIVER|NJ|08757|E|19870930|*
00266|C K CABINET & REMODELING CO|825 CHELSEA ST||FORKED RIVER|NJ|08731|E|19870930|*
00267|JAMES R POTTS|BOX 204 RD 2||TITUSVILLE|NJ|08560|E|19870930|*
00268|ZIMCO DEVELOPMENT CO INC|PO BOX 745||PISCATAWAY|NJ|08854|E|19870930|*
00269|JAN CONSTRUCTION CO INC|726 MARUDY DRIVE||ASBURY|NJ|08802|E|19890930|H
00270|SPECTOR BUILDERS|RD 1 RT 206||BEDMINSTER|NJ|07921|E|19810531|*
00271|OCEAN HOMES IMPROVEMENT CO|1763 TODD RD||TOMS RIVER|NJ|08753|E|19930831|H
00272|ROBERT E NEWMAN CONSTRUCTION CO|185 ELM ST||WESTFIELD|NJ|07091|E|19850930|*
00273|THOMAS J DIPILLA|655 QUEEN ST||WOODBURY|NJ|08096|E|19830531|*
00274|GEORGE W JONES|RT 94 RD 2||BLAIRSTOWN|NJ|07825|E|19830930|*
00275|U S DESIGNING & BLDG INC|PO BOX 514 PLEASANTVILLE RD||NEW VERNON|NJ|07976|E|19810531|H
00276|FERRUGGIA ASSOCIATES INC|775 MOUNTAIN BLVD  STE 7||WATCHUNG|NJ|07069||20150930|R
00277|FERRUGGIA ASSOCIATES PARTNERSHIP|31 F MOUNTAIN BLVD||WARREN|NJ|07060|E|19970930|R
00278|ROBERT FRIZELL INC|2820 DOVER RD||FORKED RIVER|NJ|08731||20160430|*
00279|BETTER MODERN HOMES COMPANY|75 SECOND AVENUE||WESTWOOD|NJ|07675|E|19930930|H
00280|HARMONY HOMES LTD|2023 HY #9||LAKEWOOD|NJ|08701|E|19850930|H
00281|SCHUSTER & SCHUSTER BLDRS INC|280 MORESTOWN RD||W MILFORD|NJ|07480|E|19810531|*
00282|TREND HOMES INC|2133 BRIDGE AVENUE||PT PLEASANT|NJ|08742|E|20070930|
00283|WILLIAM G RIDGWAY|133 HOPKINS AVENUE||HADDONFIELD|NJ|08033|E|19970930|*
00284|BUEHLER BROS INC|P.O. BOX 117||W. BERLIN|NJ|08091|R|19870930|*
00285|PARAGANO BLDG CORP|899 MOUNTAIN AV||SPRINGFIELD|NJ|07081|E|19990930|*
00286|BOB HERSKOWITZ & SONS INC *|P O BOX 914||CHERRY HILL|NJ|08003|E|19950930|H
00287|ATSION HOMES|6 STURBRIDGE CT||MEDFORD|NJ|08055|E|19830930|H
00288|POND & SPITZ BUILDING CORP|122 JACKSON ROAD||MEDFORD|NJ|08055|E|19890930|H
00289|WESS & SON BUILDERS|57 PATERSON AVE||TRENTON|NJ|08610|E|19950531|H
00290|WM J AURIEMMA INC|234 MT ARLINGTON BLVD||LANDING|NJ|07850|E|20090930|*
00291|RONALD K STOTT|50 ARNOLD BLVD||HIGH BAR HARBOR|NJ|08008|E|20020930|*
00292|RIDGETOP CORP|PO BOX 644||ENGLEWOOD|NJ|07631|E|19910930|
00293|PITTSTOWN BUILDERS|1538 LAGUNA DR||POINT PLEASANT|NJ|08742|E|19990531|A
00294|BINLEY CORP|90 NORTHFIELD AV||9 ORANGE|NJ|07052|E|19830930|H
00295|P & J BUILDERS INC|3145 BORDENTOWN AVENUE||PARLIN|NJ|08859|E|20030930|*
00296|OAK VAR BLDRS INC|83 STEWARD ST||DEMAREST|NJ|07627|E|19830930|H
00297|MILTON PERUF JR|17 WHITE WATER LANE||MAYS LANDING|NJ|08330|E|19950930|*
00298|JOHN GULYA SR|4720 N W 102ND AV  APT 206||MIAMI|FL|33178|E|19990930|*
00299|LEISURE TECHNOLOGY INC*|P O BOX 421669||ATLANTA|GA|30342|E|19990930|R
00300|GAL LEX & TEDESCO INC|113 PARSIPPANY ROAD||PARSIPPANY|NJ|07054|E|20000831|R
00301|CONSTRUCTION ASSOCIATES INC|210 LENOX AV||WEST END|NJ|07740|E|19860630|H
00302|B & B CONSTRUCTION CO INC|11 E ROSELLE AV||ROSELLE PARK|NJ|07204|E|19830531|*
00303|C HOFFMAN BUILDERS INC|122 WALNUT STURT||AUDUBON|NJ|08106|E|19870930|*
00304|T B I INC|581 BUENA PARKWAY||BRIDGEWATER|NJ|08807||20150930|*
00305|ORLEANS BLDRS & DEVELOPERS|2507 PHILMONT AV||HUNTINGDON VALLEY|PA|19006|E|19950930|H
00306|PALMADESSO GENERAL BLDG CONT INC|103 SOUTH 21ST STREET||KENILWORTH|NJ|07033|E|20140630|*
00307|ARNAN CONSTRUCTION CO|1111 CLIFTON AVE||CLIFTON|NJ|07013|E|20090930|*
00308|TIMBER VIEW PROPERTIES INC|39 MAIN ST||SUCCASUNNA|NJ|07876|E|19930930|H
00309|LOU LAIRD & SON CONST CO INC|13 HEWLETT RD||TOWACO|NJ|07082|E|19870930|H
00310|JARD CONSTRUCTION CO INC|2078 CHURCH ST||SCOTCH PLAINS|NJ|07076|E|19810531|*
00311|JACK W BLUMENFELD & CO|1500 LOCUST S N 1400||PHILADELPHIA|PA|19102|E|19810531|H
00312|OUTCALT MANOR INC|207 DELL WOOD RD||METUCHEN|NJ|08840|E|19830930|H
00313|BUCCI BUILDERS INC|603 N FIRST RD||HAMMONTON|NJ|08037|E|19850531|*
00314|ACE STEINDL|10 EVERGREEN DRIVE||SEAVILLE|NJ|08230|E|20070930|*
00315|HALVORSEN CONSTRUCTION CO INC|215 LONG POND ROAD||HEWITT|NJ|07421|E|19950930|*
00316|PAGELLA BUILDERS INC|22 DERRYGALLY CI||KINNELON|NJ|07405|E|19810531|H
00317|NORD & DAMM INC|5 NOTTINGHAM DR|P O BOX 408|FLORHAM PK|NJ|07932|E|19930930|H
00318|M T B INC|270 OAK KNOLL RD||LAKEWOOD|NJ|08701|E|19830930|H
00319|PETER A GUNDERSEN & SON|3 LOREN WAY||WARREN|NJ|07060|E|19890930|*
00320|J E C REALTY CORP|80 BROADWAY||CRESSKILL|NJ|07626|E|19930930|
00321|LAURJO CONSTRUCTION CO|435 HUDSON STREET||HACKENSACK|NJ|07601||20150930|R
00322|J & SON CONSTR CORP|685 MAGNOLIA RD||N BRUNSWICK|NJ|08902|E|19830930|*
00323|LONGVAL CORP||76 KINGS HIGHWAY|LONG VALLEY|NJ|07853|E|20030930|A
00324|ARTHUR R RONQUIST|118 OLD CLINTON RD||FLEMINGTON|NJ|08822|E|20110930|*
00325|DONALD A MORANO INC|PO BOX 712||MARLTON|NJ|08053|E|19890930|H
00326|S & D CONSTRUCTION CORP|2 JENNINGS CT||FREEHOLD|NJ|07728|E|20030430|R
00327|SARA CONSTRUCTION CO INC|VANDERHOOF AV||ROCKAWAY|NJ|07866|E|19870930|H
00328|DE FEO BROTHERS|HARDING HY||NEWFIELD|NJ|08344|E|19870930|*
00329|DIRAJE CORP|795 FRANKLIN AVE||FRANKLIN LAKES|NJ|07417|E|19990930|
00330|JOEL E MONTGOMERY|19 CEDAR  DR||LOVELADIES|NJ|08008|E|19910630|*
00331|A J FALCINELLI CONSTR|127 BUTTONWOOD LN||PHILLIPSBURG|NJ|08865|E|19910930|*
00332|FRUSTOL CONSTRUCTION INC|103A SLONGUM RD||RANDOLPH|NJ|07869|E|19890930|H
00333|MYHRE BUILDERS INC|PO BOX 169||OCEANVIEW|NJ|08230|E|20130930|*
00334|GABRIEL S DIMEDIO CONSTR|PO BOX 147 200 KINGS HY||HADDONFIELD|NJ|08033|R|19810531|H
00335|EASTERN STATES DEVELOPMENT|17 HARVARD COURT||OAKHURST|NJ|07755|E|19850930|H
00336|HAZEKAMP CONSTRUCTION CO INC|8 HAYCOCK AVE   SUITE A||RIVERDALE|NJ|07457||20150930|*
00337|FRANK MUTH & SON|12312 LONG BEACH BLVD||DUNES|NJ|08008|E|19890930|*
00338|ROSENGARTEN ENTERPRISES INC|SMITH & HIGH STS PO 999||PERTH AMBOY|NJ|08862|E|19850930|H
00339|JOHN CORDWELL CONST|1351Q WOODBINE ST||BROWNS MILLS|NJ|08015|E|19810531|*
00340|WILLIAM AUSTIN COMPANY|134 MANOR AVENUE||OAKLYN|NJ|08107|E|20050930|*
00341|HARRY T WEIGAND|9 ORCHARD HILL DRIVE||MANALAPAN|NJ|07726|E|20060331|*
00342|A ROGERS CONSTRUCTION CO|10 BURNETT DRIVE||CHESTER|NJ|07930|E|20110930|*
00343|ELVIN D BAILEY CONTRACTOR|382 AETNA DRIVE||ESTELL MANOR|NJ|08270|E|19810531|*
00344|CHADWICK ASSOCIATES|RD 2 MILLER RD||JACKSON|NJ|08527|E|19810531|*
00345|JOSEPH NESLER INC|429 RUSHMORE AV||PISCATAWAY|NJ|08854|E|19850930|*
00346|MOKRACEK BUILDERS INC|302 EASY STREET||HOWELL|NJ|07731|E|19990331|*
00347|BELL WOOD BUILDERS|53 BROAD ST||FLEMINGTON|NJ|08822|E|19830930|H
00348|GEORGE KERSHAK INC|854 BIG OAK RD||BRIDGETON|NJ|08302|E|19970930|*
00349|AWARD HOMES INC|20 ATLANTIS COVE||BRIGINTINE|NJ|08203|E|19910930|*
00350|TURNER ENTERPRISES INC|134 SHORE RD||OCEAN VIEW|NJ|08230|E|19810531|*
00351|WILLIAM H WILSON|BOX 317 RD 1 ANTHONY RD||GLEN GARDENER|NJ|08826|E|19890930|H
00352|ALEXANDER P HUPPERT|70 PINE HILL ROAD||STOCKTON|NJ|08559|E|19910930|*
00353|NORTHSHORE HOMES INC*|165 NAUILUS DR||MANAHAWKIN|NJ|08050|E|20070930|*
00354|KERKENDALL & KROUSE CUSTOM BUILDERS|58 HILLCREST AVE||WASHINGTON|NJ|07828|E|19890930|*
00355|C & G CONSTRUCTION CO|597 AVENUE C||BAYONNE|NJ|07002|E|19960430|H
00356|RICHARD E LAMBERT|MILLBROOK RD||BLAIRSTOWN|NJ|07825|E|19850930|*
00357|STATE WIDE BUILDERS INC|35 BAY POINT HARBOUR||POINT PLEASANT|NJ|08742|E|19900731|*
00358|LEONARD POLIS|321 N DELSEA DRIVE||DEPTFORD|NJ|08096|E|19810531|*
00359|KENNETH ABRAHAMSE BLDRS INC|35 CLINTON AV||E KEANSBURG|NJ|07734|E|19880430|*
00360|FRANK J RUSSO|22 OLNEY ROAD||MAHWAH|NJ|07430|E|20060331|*
00361|STAINTON-BURRELL CORP|810 ASBURY AV||OCEAN CITY|NJ|08226|E|19810531|*
00362|J R S DEVELOPMENT CORP *|PO BOX 47|200 N BAYVIEW DRIVE|STRATHMERE|NJ|08248|E|20130630|*
00363|SPINNAKER BUILDERS INC|PO BOX 343||VILLAS|NJ|08251|E|19850930|H
00364|COUNTRY ESTATE HOME BLDRS INC|RR 1 BOX 42||CALIFON|NJ|07830|E|19810531|*
00365|SPARC CONSTRUCTION CORP|210 OAK STREET||LINCROFT|NJ|07738|E|19930930|
00366|PAMELA REALTY CORP|34 DARLINGTON DRIVE||WAYNE|NJ|07470|E|19810531|H
00367|DONN ASSOCIATES INC|160 WHITE HORSE PIKE||ATCO|NJ|08004|E|19830930|H
00368|ELDRIDGE CONSTRUCTION|282 CHESTERFIELD/JACOBSTOWN RD||WRIGHTSTOWN|NJ|08562||20150930|*
00369|STOBBART CONSTRUCTIN CO INC|2285 DUNE DRIVE BOX E||AVALON|NJ|08202|E|19890930|H
00370|S REMODELING CORP OF AMERICA INC|42 FOREST HILL WAY||CEDAR GROVE|NJ|07009|S||*
00371|R CONAWAY BUILDERS|330 OCEAN AVENUE||BEACH HAVEN|NJ|08008|E|19950331|*
00372|JOHN QUARTARO & SON CUSTOM BLDRS INC|230 JAEHNEL PARKWAY||POINT PLEASANT|NJ|08742||20150930|*
00373|DILLON CONST CORP|1235 WEST AVENUE||OCEAN CITY|NJ|08226|E|19970930|*
00374|D R S ENTERPRISES INC|PO BOX 1114||JACKSON|NJ|08527|E|19830930|H
00375|DON DAN CONSTR CO INC|142 HIGHWAY 34||HOLMDEL|NJ|07733|E|19930930|*
00376|COLONIAL REALTY DEVELOPMENT CORP|4 SECOND AVE|P O BOX 1060|DENVILLE|NJ|07834|E|19950531|*
00377|WILLIAM M HUNT|1 WOODENS LANE PO BOX 7||LAMBERTVILLE|NJ|08530|E|19830930|H
00378|S A G E HOMES INC|325 AUTUMN RD||LAKEWOOD|NJ|08701|E|19870930|H
00379|TRI GEMS BUILDERS INC|P O BOX 144 CENTRAL AV||SICKLERVILLE|NJ|08081|E|19810531|H
00380|F M F INC|1 LANDING ROAD||LANDING|NJ|07850|E|19830930|H
00381|HOMES BY FREDRICK INC|201 WHEATWORTH ROAD||HAMBURG|NJ|07419|E|20090930|R
00382|ALEXANDER PATULLO|RD 1 BOX 209||HELLERTOWN|PA|18055|E|19950930|*
00383|HIDDEN LAKE CORP|433 RIVER RD||HIGHLAND PK|NJ|08904|E|19881130|H
00384|ROSLIN & CO INC|14 KEEN LN||EDISON|NJ|08820|E|20010930|*
00385|PONGRACZ CONSTRUCTION COMPANY|61 BERNARD STREET||SOMERVILLE|NJ|08876|E|20090930|*
00386|REMROSE DEVELOPMENT CO INC|2253 SOUTH AV SUITE 4||SCOTCH PLAINS|NJ|07090|E|19870930|H
00387|CERAN CORP|433 RIVER RD||HIGHLAND PK|NJ|08904|E|19881130|H
00388|FALLONE CONSTRUCTION INC|PO BOX 6851||BRIDGEWATER|NJ|08807|E|19930531|
00389|SHERWOOD DEVELOPMENT CO INC|26 LINDEN AV||SPRINGFIELD|NJ|07081|E|19810531|H
00390|BARRYMOR ENTERPRISES INC|PO BOX 496||ALLENWOOD|NJ|08720|E|20050531|*
00391|WILLIAM WINNER|OAKSHADE RD RD 7||VINCENTOWN|NJ|08088|E|19850531|*
00392|MERLE TACKEMA CUSTOM BUILDER|36 LOWE RD||WANTAGE|NJ|07461|E|20090531|*
00393|R & S COLONIAL BUILDERS INC|100 GREEN AV||BELLE MEAD|NJ|08502|E|19990531|
00394|THOMAS C ROGENSKI|PANAMA RD||CHATSWORTH|NJ|08019|E|19810531|*
00395|L C M ENTERPRISES|311 W MAIN ST||ROCKAWAY|NJ|07866|E|19810531|*
00396|JOHN A PARZIALE|780 TYLER RD RD2||WOODBINE|NJ|08270|E|19890531|*
00397|KENNETH SEGAL HOME & DEV CO INC|ST 310|140 LITTLETON RD|PARSIPPANY|NJ|07054|E|19870831|H
00398|HARRY E HILTNER|319 UNION MILL RD||MT LAUREL|NJ|08054|E|19810531|*
00399|KENNETH HAMANN INC|810 STEEL ROAD||CAPE MAY COURT HOUSE|NJ|08210|E|19970531|*
00400|AERO CONSTRUCTION COMPANY LLC|109 FOREST LAKES DRIVE||ANDOVER|NJ|07821|E|20030531|*
00401|WILLIAM H MONCRIEF|20 MINE ST||FLEMINGTON|NJ|08822|E|19810531|*
00402|STANLEY H HORTON|RD#1 ENGLISH LN BOX 225||MAYSLANDING|NJ|08330|E|19810531|*
00403|FOREST DALE INC|1099 MOUNT KEMBLE AVENUE||MORRISTOWN|NJ|07960|E|19970531|R
00404|VILLANE & SONS INC|612 SALTER PL||WESTFIELD|NJ|07090|E|19890531|H
00405|BRIAR CREEK CONSTRUCTION CO INC|791 STARVIEW WAY||BRIDGEWATER|NJ|08807|E|19850531|*
00406|TEN R TEN CONSTRUCTION CO|2131 MILLBROOK RD||SEAGIRT|NJ|08750|E|19830531|*
00407|KEITHLEY CONSTRUCTION CORPORATION|P O BOX 151||ALLAMUCHY|NJ|07820|E|19950630|R
00408|RUSSELL A GALLO|PO BOX 728|MEADOW LN|NEW VERNON|NJ|07976|E|19870531|*
00409|PROGRESSIVE BUILDING*||3 GLEN VIEW RD|TOWACO|NJ|07082|E|19950531|*
00410|CLAYTON CONSTRUCTION CO|649 SPRAY AV||BEACHWOOD|NJ|08722|E|19890531|*
00411|ISTRIA CONSTRUCTION CO INC|243 MORNINGSIDE AVE||CLIFFSIDE PARK|NJ|07010|E|19950228|H
00412|TROBY CORPORATION|698 GERALD ST||PARAMUS|NJ|07652|E|20010531|*
00413|SALVATORE J PALMER|425 CHERRY LANE||MENDHAM|NJ|07945|E|19950531|*
00414|ANDREW ZIRAY ASSOCIATES CORP|BOX 201 A OLD TURNPIKE RD||CALIFON|NJ|07830|E|19830531|*
00415|BENCHMARK CORPORATION|PO BOX 204||MAPLE SHADE|NJ|08052|E|19930531|H
00416|BEN GIAQUINTO CORPORATION|25 NORTH HILL ROAD||RINGOES|NJ|08551|E|20030531|*
00417|WILLIAM HUGHES GENERAL CONTRACTOR INC|57 ELM AV||MANTUA|NJ|08051|E|19810531|*
00418|SAAN BUILDERS INC|2104 STANLEY TER||UNION|NJ|07083|E|19830531|H
00419|RAY INGEMAR|514 DELVIEW ROAD||CAPE MAY BEACH VILLA|NJ|08251|E|20020131|*
00420|MICHAEL J OLIVER|64 MORRIS AV||MANASQUAN|NJ|08736|E|19830531|*
00421|GARSIDE DEVELOPERS|959 HAMBURG TPKE||WAYNE|NJ|07470|E|19830531|H
00422|MARC III INC|126 ALLWOOD PL||CLIFTON|NJ|07012|E|19850531|H
00423|TOCKITE INC|400 WESTFIELD AV||ELIZABETH|NJ|07208|E|19810531|H
00424|SABATINI BUILDERS INC|8 E CORNELL AV||SOMERDALE|NJ|08083|E|19830531|*
00425|SANFORD GROSSMAN ENTERPRISES INC|PO BOX 1803||CHERRY HILL|NJ|08034|E|19890630|*
00426|FRANK J FOGLIO|346 SHORE RD BOX 64||MARMORA|NJ|08223|E|19870531|*
00427|FRANK COOPER & SON INC|2373 WEST MAIN STREET||MILLVILLE|NJ|08332|E|20070531|*
00428|E C DUFFIELD CONSTRUCTION INC|363 LOWER LANDING ROAD||BLENHEIM|NJ|08012|E|19910531|H
00429|DONALD SEGAL ASSOCIATES INC|111 COOLIDGE AVE||BELLMAWR|NJ|08031|E|19910531|*
00430|KOKO KOLO BUILDERS INC|RR#1 BOX 85||WHITEHOUSE STATION|NJ|08889|E|19890531|H
00431|RI CORPORATION INC|3014 LAKEHURST RD||BROWNS MILLS|NJ|08015|E|19810531|H
00432|SAWMILL PLUMBING & HEATING|9 SWEETFERN DRIVE||STOCKHOLM|NJ|07460|E|19870531|*
00433|FRANK THOMAS MASTEN|DECATUR STB-26||COLUMBIA|NJ|07832|E|19870531|*
00434|N D ASSOCIATES INC|PO BOX 427|198 PETERSBERG ROAD|VIENNA|NJ|07880|E|20010531|*
00435|DELNERO CONSTRUCTION CO|UNDELIVERABLE  10/00 MARIE||FORKED RIVER|NJ|08731|E|19950531|*
00436|GALLAHER ENTERPRISES INC T/A GALLAHER *| CONSTRUCTION COMPANY|542 ELDRIDGES HILL ROAD|PILESGROVE|NJ|08098||20150531|*
00437|EAST BROOK ESTATES|6 ELLINGTON PLACE||ENGLEWOOD CLIFFS|NJ|07632||20150531|R
00438|TIRIMACCO CONSTRUCTION INC|100 PINE AVENUE||RUNNEMEDE|NJ|08078|E|19930531|*
00439|HOMES BY FERRANTE INC|319 UNION BRICK ROAD||BLAIRSTOWN|NJ|07825|E|20070531|*
00440|JARET BUILDERS INC|145 LIBERTYVILLE ROAD||SUSSEX|NJ|07461|E|20110531|*
00441|GRAND RIDGE CONSTRUCTION INC|11-97 COUNTRYSIDE DRIVE||HACKETTSTOWN|NJ|07840|E|19830531|H
00442|JOHN J BURKE|51 PARK AV||BELFORD|NJ|07718|E|19830531|*
00443|THE MARLTONA CORPORATION|PO BOX 1056||MARLTON|NJ|08053|E|20010531|A
00444|PANTHER VALLEY LTD|PO BOX M||ALLAMUCHY|NJ|07826|E|19850630|H
00445|RANDOLPH KNOLLS INC|68 FORDS ROAD||RANDOLPH|NJ|07869||20150531|*
00446|LUCRE DEVELOPMENT CORP|9401 PACIFIC AV||MARGATE|NJ|08402|E|19810531|*
00447|CHESTER A ASHER|1044 S SHORE RD||NORWOOD|NJ|07648|E|19810531|*
00448|MICHAEL BORTONE|55 HAGGERTY RD||BRANCHVILLE|NJ|07826|E|19930531|A
00449|WILLIAM MARSHALL CORP|PO BOX 267||OAKHURST|NJ|07755|E|19850531|H
00450|WAYSIDE FARMS LTD|PO BOX 267||OAKHURST|NJ|07755|E|19850531|H
00451|WALTER DAMMER JR||PO BOX 408|FLORHAM PARK|NJ|07932||20150531|*
00452|HARRY W WITTE|RD 4 BOX 327D||WASHINGTON|NJ|07882|R|19890531|*
00453|FRANCIS TIPPIN|T/A TIPPIN CONSTRUCTION CO|483 N MAIN ST|SOUTHAMPTON|NJ|08088|E|19990531|*
00454|SWEENEY BUILDERS|BOX 706||BARNEGAT LIGHT|NJ|08006|E|20070531|*
00455|CHRISTINA BUILDERS INC*|455 MORSE AVENUE||RIDGEFIELD|NJ|07657|E|20141031|A
00456|STAHLER BUILDERS INC|3315 WEST AVENUE||OCEAN CITY|NJ|08226|E|19950531|*
00457|BERGH HOMES INC|13 HENDRICK RD||FLEMINGTON|NJ|08822|E|19930531|H
00458|SAMUEL FROMKIN CO INC|2510 BELMAR BOULEVARD|COLFAX PLAZA (SUITE-24)|WALL|NJ|07719|E|19950531|
00459|SHORE LANE HOMES|1200 ROUTE 72||MANAHAWKIN|NJ|08050|E|19830531|H
00460|CONTEMPORARY CONSTRUCTION COMPANY|1250 DUNE DRIVE||AVALON|NJ|08202|E|19961130|*
00461|JOSEPH RUBINO & SON|675 RARITAN RD UNIT 14||CLARK|NJ|07066|E|19930531|H
00462|SAVINO P LAMASTRA|1773 E SECOND ST||SCOTCH PLAINS|NJ|07076|E|19910531|*
00463|COASTAL GROUP INC|41 HIGHWAY 34 SOUTH||COLTS NECK|NJ|07722|E|19970531|*
00464|1810 A CORP|P.O. BOX 302||NORTHFIELD|NJ|08225|E|19830531|*
00465|PARKER BROS INC|116 C LINCOLN MILL ROAD||MULLICA HILL|NJ|08062|E|19990531|*
00466|BILNEY CONSTRUCTION CORP|P O BOX-518||STANHOPE|NJ|07874|E|19950531|
00467|A J COLELLA INC|4 MOUNTAINSIDE RD||MENDHAM|NJ|07945|E|19890531|H
00468|A W NOTO & SON INC|137 PINE ROAD||HAMMONTON|NJ|08037||20150531|R
00469|GERALD H BOTT|RD#2 ATSION||INDIAN MILLS  VINCEN|NJ|08088|E|19830531|*
00470|ESSEX GREEN VAILLA INC|425 SOUTH ST||NEWARK|NJ|07105|E|19830531|H
00471|FOXHILL BUILDERS INC|PO BOX 205||SHIP BOTTOM|NJ|08008|E|19890531|*
00472|HANOVER CRESCENT HOMES INC|77 PASSAIC AVENUE||PASSAIC|NJ|07055|E|20041031|A
00473|THE HAPPY HOME PLACE INC|PO 1757||TOMS RIVER|NJ|08721|E|19810531|H
00474|SIGNATURE DEVELOPMENT CORP*|59 SHERWOOD RD||NORWOOD|NJ|07648|E|20020228|*
00475|LAND OF LAKES BUILDERS INC|MAILED RETURNED   8/96 MS||RINGWOOD|NJ|07456|E|19930531|*
00476|LONG BROTHERS|606 SEASHORE ROAD||CAPE MAY|NJ|08204|E|20010531|*
00477|HOCHMAN ASSOCIATES INC|70 KINDERKAMACK RD||EMERSON|NJ|07630|E|19930531|
00478|LUTZ BROTHERS INC|51 E CEDAR PL||RAMSEY|NJ|07446|E|19810531|H
00479|L T ASSOCIATES INC|P O BOX-427||VIENNA|NJ|07880|E|19930531|*
00480|JOHN A MAIONE ENTERPRISES|7 BOULDER HILLS BLVD|SUITE 4|WANTAGE|NJ|07461||20161031|A
00481|HENRY MELLER|47 QUAIL COURT||HAMBURG|NJ|07419|E|19910531|A
00482|L R HUNT & ASSOCIATES INC|HOLLOW ROAD||SKILLMAN|NJ|08558|E|19910531|H
00483|MICHAEL MEOLA GENERAL CONTRACTOR|46 SMITH ROAD||DENVILLE|NJ|07834||20160731|*
00484|MIDWOOD AT HANOVER|328 BROADWAY||PASSAIC|NJ|07055|E|19830531|H
00485|T J V CORPORATION|415 EUCLID AV||HADDONFIELD|NJ|08033|S|19830531|H
00486|JAMAC REALTY COMPANY INC|P O BOX 407||MARLTON|NJ|08053|E|19990531|*
00487|MAROTTA BLDG CORP|41 BARTLEY RD||LONG VALLEY|NJ|07853|E|19830531|*
00488|POPLAR ESTATES LTD|PO BOX 267||OAKHURST|NJ|07755|E|19850531|H
00489|OLAV D VEDVIK|69 TIMBERBROOK ROAD||ROCKAWAY TWP|NJ|07866|E|19910531|*
00490|VJC INC|580 MARTIN RD||TOMS RIVER|NJ|08753|E|19870531|*
00491|RALSTON CONSTRUCTION CO|23 TERRY DRIVE||MORRISTOWN|NJ|07960|E|19910531|H
00492|ROCKET VENTURES|79 N FRANKLIN TWPK||RAMSEY|NJ|07446|E|19890531|
00493|WOOD DALE HOMES INC|54 VALLEY VIEW TER||MONTVALE|NJ|07645|E|19870531|*
00494|THE BON WOOD CORPORATION|18 EUCLID AV||BELLE MEAD|NJ|08502|E|19950531|*
00495|CHARTER OAK BUILDERS|1 CHARTER OAK PL||CLEMENTON|NJ|08021|E|19870831|*
00496|ACCELERATION CORP|BLACK HORSE PK & MALAGA RD||WILLIAMSTOWN|NJ|08094|E|19810531|*
00497|BERGEN CARPENTERS INC|321B HIGHLAND AVENUE||PALISADES PARK|NJ|07650|B|19951130|*
00498|EDWARD M WARD & SON BLDRS INC|RD#1 BOX 233||FREEHOLD|NJ|07728|E|19810531|*
00499|C H KITHCART INC|64 CUTLASS RD||KINNELON|NJ|07405|E|19810531|H
00500|LOVELADIES HARBOR|60 LONG BEACH BD||LOVELADIES|NJ|08008|E|19890430|H
00501|WILLIAM C ASDAL|76 RT 24||CHESTER|NJ|07930|E|19940430|H
00502|LAKEVIEW CONSTRUCTION CORPORATION|P O BOX 93||POMPTON LAKES|NJ|07442|E|20140131|*
00503|D & J BUILDERS|53 PAULSON RD||WRIGHTSTOWN|NJ|08562|E|20070531|*
00504|VYTAULAS BERAITIS|405 LAKESHORE DRIVE||BRICKTOWN|NJ|08723|E|19850531|*
00505|STEVE ELYAR|563 GARFIELD AV||BELFORD|NJ|07718|E|19861031|*
00506|ANTHONY BRUNO|2001 BARTLE AV||SCOTCH PLAINS|NJ|07076|E|19830531|*
00507|MONTVILLE MANOR INC|8 RUTHERFORD PLACE|SUITE 8F|NORTH ARLINGTON|NJ|07031||20161031|*
00508|PIRRONG CONSTRUCTION INC|101 COLONIAL RD||TOMS RIVER|NJ|08753|E|19810531|*
00509|R RIVAS CONSTRUCTION CO|#4 PADDOCK COURT||LANOKA  HARBOR|NJ|08734|E|19910531|H
00510|ROY M HYDE|1617 OSPREY CT||POINT PLEASANT|NJ|08742|E|19890531|*
00511|NINE & FIFTY HOMES INC|RT#9 & OCENA VIEW DRIVE||OCEAN VIEW|NJ|08230|E|19830531|H
